key,economy,year,score
ENTERPRISE_S03,WB6_AVG,2024,2.8
ANTI_CORRUPTION_S01,ALB,2024,2.8
ANTI_CORRUPTION_S01,BIH,2024,1.3
ANTI_CORRUPTION_S01,KOS,2024,1.7
ANTI_CORRUPTION_S01,MNE,2024,2.7
ANTI_CORRUPTION_S01,MKD,2024,3.0
ANTI_CORRUPTION_S01,SRB,2024,3.2
ANTI_CORRUPTION_S01,WB6_AVG,2024,2.4
ANTI_CORRUPTION_S02,ALB,2024,3.5
ANTI_CORRUPTION_S02,BIH,2024,1.6
ANTI_CORRUPTION_S02,KOS,2024,2.7
ANTI_CORRUPTION_S02,MNE,2024,3.5
ANTI_CORRUPTION_S02,MKD,2024,3.1
ANTI_CORRUPTION_S02,SRB,2024,3.3
ANTI_CORRUPTION_S02,WB6_AVG,2024,2.9
ANTI_CORRUPTION_S03,ALB,2024,2.0
ANTI_CORRUPTION_S03,BIH,2024,1.6
ANTI_CORRUPTION_S03,KOS,2024,1.3
ANTI_CORRUPTION_S03,MNE,2024,2.0
ANTI_CORRUPTION_S03,MKD,2024,2.3
ANTI_CORRUPTION_S03,SRB,2024,2.3
ANTI_CORRUPTION_S03,WB6_AVG,2024,1.9
ANTI_CORRUPTION_S04,ALB,2024,3.8
ANTI_CORRUPTION_S04,BIH,2024,1.3
ANTI_CORRUPTION_S04,KOS,2024,2.0
ANTI_CORRUPTION_S04,MNE,2024,2.5
ANTI_CORRUPTION_S04,MKD,2024,2.7
ANTI_CORRUPTION_S04,SRB,2024,2.3
ANTI_CORRUPTION_S04,WB6_AVG,2024,2.4
EDUCATION_S01,ALB,2024,3.8
EDUCATION_S01,BIH,2024,2
EDUCATION_S01,KOS,2024,3.7
EDUCATION_S01,MNE,2024,3
EDUCATION_S01,MKD,2024,3.3
EDUCATION_S01,SRB,2024,3.7
EDUCATION_S01,WB6_AVG,2024,3.3
EDUCATION_S02,ALB,2024,4
EDUCATION_S02,BIH,2024,1.5
EDUCATION_S02,KOS,2024,3.3
EDUCATION_S02,MNE,2024,3.5
EDUCATION_S02,MKD,2024,2.8
EDUCATION_S02,SRB,2024,3.5
EDUCATION_S02,WB6_AVG,2024,3.1
EDUCATION_S03,ALB,2024,3.5
EDUCATION_S03,BIH,2024,2.5
EDUCATION_S03,KOS,2024,3.5
EDUCATION_S03,MNE,2024,3.8
EDUCATION_S03,MKD,2024,4
EDUCATION_S03,SRB,2024,3.3
EDUCATION_S03,WB6_AVG,2024,3.4
EDUCATION_S04,ALB,2024,3
EDUCATION_S04,BIH,2024,1
EDUCATION_S04,KOS,2024,2.3
EDUCATION_S04,MNE,2024,2.8
EDUCATION_S04,MKD,2024,1.3
EDUCATION_S04,SRB,2024,1.8
EDUCATION_S04,WB6_AVG,2024,2
EMPLOYMENT_S01,ALB,2024,3.6
EMPLOYMENT_S01,BIH,2024,2.9
EMPLOYMENT_S01,KOS,2024,2.4
EMPLOYMENT_S01,MNE,2024,3.6
EMPLOYMENT_S01,MKD,2024,3.3
EMPLOYMENT_S01,SRB,2024,3.6
EMPLOYMENT_S01,WB6_AVG,2024,3.2
EMPLOYMENT_S02,ALB,2024,3.7
EMPLOYMENT_S02,BIH,2024,2.3
EMPLOYMENT_S02,KOS,2024,2
EMPLOYMENT_S02,MNE,2024,3.5
EMPLOYMENT_S02,MKD,2024,3.7
EMPLOYMENT_S02,SRB,2024,3.7
EMPLOYMENT_S02,WB6_AVG,2024,3.1
EMPLOYMENT_S03,ALB,2024,3.3
EMPLOYMENT_S03,BIH,2024,1.6
EMPLOYMENT_S03,KOS,2024,1.2
EMPLOYMENT_S03,MNE,2024,3.5
EMPLOYMENT_S03,MKD,2024,3.2
EMPLOYMENT_S03,SRB,2024,2.7
EMPLOYMENT_S03,WB6_AVG,2024,2.6
EMPLOYMENT_S04,ALB,2024,3
EMPLOYMENT_S04,BIH,2024,1.6
EMPLOYMENT_S04,KOS,2024,2.8
EMPLOYMENT_S04,MNE,2024,2.5
EMPLOYMENT_S04,MKD,2024,1.8
EMPLOYMENT_S04,SRB,2024,2.8
EMPLOYMENT_S04,WB6_AVG,2024,2.4
INNOVATION_S01,ALB,2024,2.8
INNOVATION_S01,BIH,2024,1.3
INNOVATION_S01,KOS,2024,1.7
INNOVATION_S01,MNE,2024,3.8
INNOVATION_S01,MKD,2024,3.5
INNOVATION_S01,SRB,2024,4.2
INNOVATION_S01,WB6_AVG,2024,2.9
INNOVATION_S02,ALB,2024,2.5
INNOVATION_S02,BIH,2024,1.9
INNOVATION_S02,KOS,2024,2
INNOVATION_S02,MNE,2024,2.7
INNOVATION_S02,MKD,2024,2.7
INNOVATION_S02,SRB,2024,3.3
INNOVATION_S02,WB6_AVG,2024,2.5
INNOVATION_S03,ALB,2024,1.8
INNOVATION_S03,BIH,2024,1
INNOVATION_S03,KOS,2024,1.3
INNOVATION_S03,MNE,2024,2.2
INNOVATION_S03,MKD,2024,2.3
INNOVATION_S03,SRB,2024,3.2
INNOVATION_S03,WB6_AVG,2024,2
DIGITAL_S01,ALB,2024,3.2
DIGITAL_S01,BIH,2024,2
DIGITAL_S01,KOS,2024,2.7
DIGITAL_S01,MNE,2024,3
DIGITAL_S01,MKD,2024,3.2
DIGITAL_S01,SRB,2024,3.5
DIGITAL_S01,WB6_AVG,2024,2.9
DIGITAL_S02,ALB,2024,2.5
DIGITAL_S02,BIH,2024,1.7
DIGITAL_S02,KOS,2024,2.0
DIGITAL_S02,MNE,2024,2.3
DIGITAL_S02,MKD,2024,1.7
DIGITAL_S02,SRB,2024,3.5
DIGITAL_S02,WB6_AVG,2024,2.3
DIGITAL_S03,ALB,2024,2.3
DIGITAL_S03,BIH,2024,1.3
DIGITAL_S03,KOS,2024,2.3
DIGITAL_S03,MNE,2024,1.8
DIGITAL_S03,MKD,2024,1
DIGITAL_S03,SRB,2024,1.8
DIGITAL_S03,WB6_AVG,2024,1.7
DIGITAL_S04,ALB,2024,2.8
DIGITAL_S04,BIH,2024,1.7
DIGITAL_S04,KOS,2024,3.2
DIGITAL_S04,MNE,2024,2.8
DIGITAL_S04,MKD,2024,2.3
DIGITAL_S04,SRB,2024,3.5
DIGITAL_S04,WB6_AVG,2024,2.7
TRANSPORT_S01,ALB,2024,3.5
TRANSPORT_S01,BIH,2024,2
TRANSPORT_S01,KOS,2024,2
TRANSPORT_S01,MNE,2024,2.8
TRANSPORT_S01,MKD,2024,1.9
TRANSPORT_S01,SRB,2024,3.3
TRANSPORT_S01,WB6_AVG,2024,2.6
TRANSPORT_S02,ALB,2024,2.4
TRANSPORT_S02,BIH,2024,1
TRANSPORT_S02,KOS,2024,2
TRANSPORT_S02,MNE,2024,2.3
TRANSPORT_S02,MKD,2024,1.6
TRANSPORT_S02,SRB,2024,2.3
TRANSPORT_S02,WB6_AVG,2024,1.9
TRANSPORT_S03,ALB,2024,2.3
TRANSPORT_S03,BIH,2024,1.8
TRANSPORT_S03,KOS,2024,1.8
TRANSPORT_S03,MNE,2024,2.3
TRANSPORT_S03,MKD,2024,1.8
TRANSPORT_S03,SRB,2024,2.8
TRANSPORT_S03,WB6_AVG,2024,2
ENERGY_S01,ALB,2024,3.5
ENERGY_S01,BIH,2024,2
ENERGY_S01,KOS,2024,3.5
ENERGY_S01,MNE,2024,3.8
ENERGY_S01,MKD,2024,3.8
ENERGY_S01,SRB,2024,3.5
ENERGY_S01,WB6_AVG,2024,3.3
ENERGY_S02,ALB,2024,3.5
ENERGY_S02,BIH,2024,1.7
ENERGY_S02,KOS,2024,3
ENERGY_S02,MNE,2024,1.3
ENERGY_S02,MKD,2024,3
ENERGY_S02,SRB,2024,2.5
ENERGY_S02,WB6_AVG,2024,2.5
ENERGY_S03,ALB,2024,3
ENERGY_S03,BIH,2024,2
ENERGY_S03,KOS,2024,3
ENERGY_S03,MNE,2024,2.4
ENERGY_S03,MKD,2024,3.4
ENERGY_S03,SRB,2024,3
ENERGY_S03,WB6_AVG,2024,2.8
ENERGY_S04,ALB,2024,4
ENERGY_S04,BIH,2024,2
ENERGY_S04,KOS,2024,3.7
ENERGY_S04,MNE,2024,3.3
ENERGY_S04,MKD,2024,3.7
ENERGY_S04,SRB,2024,3.2
ENERGY_S04,WB6_AVG,2024,3.3
ENVIRONMENT_S01,ALB,2024,2.8
ENVIRONMENT_S01,BIH,2024,2.3
ENVIRONMENT_S01,KOS,2024,2.3
ENVIRONMENT_S01,MNE,2024,3
ENVIRONMENT_S01,MKD,2024,2.3
ENVIRONMENT_S01,SRB,2024,2.8
ENVIRONMENT_S01,WB6_AVG,2024,2.5
ENVIRONMENT_S02,ALB,2024,2.3
ENVIRONMENT_S02,BIH,2024,1.6
ENVIRONMENT_S02,KOS,2024,2.3
ENVIRONMENT_S02,MNE,2024,2.3
ENVIRONMENT_S02,MKD,2024,2
ENVIRONMENT_S02,SRB,2024,3
ENVIRONMENT_S02,WB6_AVG,2024,2.2
ENVIRONMENT_S03,ALB,2024,2.7
ENVIRONMENT_S03,BIH,2024,1.8
ENVIRONMENT_S03,KOS,2024,1.8
ENVIRONMENT_S03,MNE,2024,2
ENVIRONMENT_S03,MKD,2024,2.3
ENVIRONMENT_S03,SRB,2024,2
ENVIRONMENT_S03,WB6_AVG,2024,2.1
ENVIRONMENT_S04,ALB,2024,2.3
ENVIRONMENT_S04,BIH,2024,1.9
ENVIRONMENT_S04,KOS,2024,2.3
ENVIRONMENT_S04,MNE,2024,2.5
ENVIRONMENT_S04,MKD,2024,2.3
ENVIRONMENT_S04,SRB,2024,2.5
ENVIRONMENT_S04,WB6_AVG,2024,2.3
AGRICULTURE_S01,ALB,2024,3.5
AGRICULTURE_S01,BIH,2024,2.3
AGRICULTURE_S01,KOS,2024,3.8
AGRICULTURE_S01,MNE,2024,2.7
AGRICULTURE_S01,MKD,2024,3
AGRICULTURE_S01,SRB,2024,3.8
AGRICULTURE_S01,WB6_AVG,2024,3.2
AGRICULTURE_S02,ALB,2024,3.5
AGRICULTURE_S02,BIH,2024,2.7
AGRICULTURE_S02,KOS,2024,3.5
AGRICULTURE_S02,MNE,2024,3
AGRICULTURE_S02,MKD,2024,3.3
AGRICULTURE_S02,SRB,2024,3.7
AGRICULTURE_S02,WB6_AVG,2024,3.3
AGRICULTURE_S03,ALB,2024,3.8
AGRICULTURE_S03,BIH,2024,2.6
AGRICULTURE_S03,KOS,2024,2.8
AGRICULTURE_S03,MNE,2024,4.3
AGRICULTURE_S03,MKD,2024,3.5
AGRICULTURE_S03,SRB,2024,3.5
AGRICULTURE_S03,WB6_AVG,2024,3.4
TOURISM_S01,ALB,2024,2.9
TOURISM_S01,BIH,2024,1.4
TOURISM_S01,KOS,2024,2.8
TOURISM_S01,MNE,2024,4.5
TOURISM_S01,MKD,2024,2.5
TOURISM_S01,SRB,2024,3
TOURISM_S01,WB6_AVG,2024,2.8
TOURISM_S02,ALB,2024,3.3
TOURISM_S02,BIH,2024,1.8
TOURISM_S02,KOS,2024,2.3
TOURISM_S02,MNE,2024,3.7
TOURISM_S02,MKD,2024,2.3
TOURISM_S02,SRB,2024,3
TOURISM_S02,WB6_AVG,2024,2.7
TOURISM_S03,ALB,2024,2
TOURISM_S03,BIH,2024,0.8
TOURISM_S03,KOS,2024,1.5
TOURISM_S03,MNE,2024,4.2
TOURISM_S03,MKD,2024,1.4
TOURISM_S03,SRB,2024,2.3
TOURISM_S03,WB6_AVG,2024,1.9
