key,economy,year,score
TRADE_I06,MKD,2024,3.5
TRADE_I06,SRB,2024,3.5
TRADE_I06,WB6_AVG,2024,3.4
FINANCE_I01,ALB,2024,4.5
FINANCE_I01,BIH,2024,4
FINANCE_I01,KOS,2024,4
FINANCE_I01,MNE,2024,4.5
FINANCE_I01,MKD,2024,4
FINANCE_I01,SRB,2024,4.5
FINANCE_I01,WB6_AVG,2024,4.3
FINANCE_I02,ALB,2024,3.5
FINANCE_I02,BIH,2024,2.5
FINANCE_I02,KOS,2024,3.5
FINANCE_I02,MNE,2024,4.5
FINANCE_I02,MKD,2024,4
FINANCE_I02,SRB,2024,4
FINANCE_I02,WB6_AVG,2024,3.7
FINANCE_I03,ALB,2024,3
FINANCE_I03,BIH,2024,3
FINANCE_I03,KOS,2024,3.5
FINANCE_I03,MNE,2024,3
FINANCE_I03,MKD,2024,2
FINANCE_I03,SRB,2024,1.5
FINANCE_I03,WB6_AVG,2024,2.7
FINANCE_I04,ALB,2024,3.3
FINANCE_I04,BIH,2024,2.5
FINANCE_I04,KOS,2024,0.8
FINANCE_I04,MNE,2024,3.5
FINANCE_I04,MKD,2024,3.3
FINANCE_I04,SRB,2024,3.8
FINANCE_I04,WB6_AVG,2024,2.9
FINANCE_I05,ALB,2024,0
FINANCE_I05,BIH,2024,1.5
FINANCE_I05,KOS,2024,1
FINANCE_I05,MNE,2024,0.5
FINANCE_I05,MKD,2024,2
FINANCE_I05,SRB,2024,2
FINANCE_I05,WB6_AVG,2024,1.2
FINANCE_I06,ALB,2024,3.5
FINANCE_I06,BIH,2024,3.8
FINANCE_I06,KOS,2024,2.5
FINANCE_I06,MNE,2024,3.5
FINANCE_I06,MKD,2024,3
FINANCE_I06,SRB,2024,3.3
FINANCE_I06,WB6_AVG,2024,3.3
FINANCE_I07,ALB,2024,2
FINANCE_I07,BIH,2024,0.8
FINANCE_I07,KOS,2024,1.8
FINANCE_I07,MNE,2024,2.8
FINANCE_I07,MKD,2024,2
FINANCE_I07,SRB,2024,2.5
FINANCE_I07,WB6_AVG,2024,2
FINANCE_I08,ALB,2024,4
FINANCE_I08,BIH,2024,1.8
FINANCE_I08,KOS,2024,1
FINANCE_I08,MNE,2024,2
FINANCE_I08,MKD,2024,2.5
FINANCE_I08,SRB,2024,4.5
FINANCE_I08,WB6_AVG,2024,2.6
TAX_I01,ALB,2024,3
TAX_I01,BIH,2024,3
TAX_I01,KOS,2024,2
TAX_I01,MNE,2024,2
TAX_I01,MKD,2024,3.3
TAX_I01,SRB,2024,2.5
TAX_I01,WB6_AVG,2024,2.6
TAX_I02,ALB,2024,3
TAX_I02,BIH,2024,3
TAX_I02,KOS,2024,3
TAX_I02,MNE,2024,2
TAX_I02,MKD,2024,2.5
TAX_I02,SRB,2024,3
TAX_I02,WB6_AVG,2024,2.8
TAX_I03,ALB,2024,2.5
TAX_I03,BIH,2024,2.5
TAX_I03,KOS,2024,1
TAX_I03,MNE,2024,2.5
TAX_I03,MKD,2024,2.5
TAX_I03,SRB,2024,2.5
TAX_I03,WB6_AVG,2024,2.3
TAX_I04,ALB,2024,3.5
TAX_I04,BIH,2024,3.5
TAX_I04,KOS,2024,2.5
TAX_I04,MNE,2024,3.5
TAX_I04,MKD,2024,4
TAX_I04,SRB,2024,2.5
TAX_I04,WB6_AVG,2024,3.3
TAX_I05,ALB,2024,3.5
TAX_I05,BIH,2024,2.5
TAX_I05,KOS,2024,2.5
TAX_I05,MNE,2024,2.5
TAX_I05,MKD,2024,3.5
TAX_I05,SRB,2024,2.5
TAX_I05,WB6_AVG,2024,2.8
TAX_I06,ALB,2024,3.5
TAX_I06,BIH,2024,2
TAX_I06,KOS,2024,1
TAX_I06,MNE,2024,1
TAX_I06,MKD,2024,1
TAX_I06,SRB,2024,0
TAX_I06,WB6_AVG,2024,1.4
TAX_I07,ALB,2024,4
TAX_I07,BIH,2024,1.5
TAX_I07,KOS,2024,4
TAX_I07,MNE,2024,4
TAX_I07,MKD,2024,4
TAX_I07,SRB,2024,5
TAX_I07,WB6_AVG,2024,3.8
TAX_I08,ALB,2024,4
TAX_I08,BIH,2024,4
TAX_I08,KOS,2024,4
TAX_I08,MNE,2024,3
TAX_I08,MKD,2024,3.9
TAX_I08,SRB,2024,4
TAX_I08,WB6_AVG,2024,3.8
TAX_I09,ALB,2024,2
TAX_I09,BIH,2024,1
TAX_I09,KOS,2024,4
TAX_I09,MNE,2024,4
TAX_I09,MKD,2024,3.5
TAX_I09,SRB,2024,3
TAX_I09,WB6_AVG,2024,2.9
TAX_I10,ALB,2024,4.3
TAX_I10,BIH,2024,4
TAX_I10,KOS,2024,4.3
TAX_I10,MNE,2024,4
TAX_I10,MKD,2024,4.3
TAX_I10,SRB,2024,4
TAX_I10,WB6_AVG,2024,4.2
TAX_I11,ALB,2024,4.3
TAX_I11,BIH,2024,4
TAX_I11,KOS,2024,4.5
TAX_I11,MNE,2024,4.3
TAX_I11,MKD,2024,4.5
TAX_I11,SRB,2024,5
TAX_I11,WB6_AVG,2024,4.4
ENTERPRISE_I01,ALB,2024,1.5
ENTERPRISE_I01,BIH,2024,1.5
ENTERPRISE_I01,KOS,2024,3.0
ENTERPRISE_I01,MNE,2024,2.0
ENTERPRISE_I01,MKD,2024,1.5
ENTERPRISE_I01,SRB,2024,3.5
ENTERPRISE_I01,WB6_AVG,2024,2.2
ENTERPRISE_I02,ALB,2024,2.0
ENTERPRISE_I02,BIH,2024,2.0
ENTERPRISE_I02,KOS,2024,3.5
ENTERPRISE_I02,MNE,2024,2.0
ENTERPRISE_I02,MKD,2024,1.5
ENTERPRISE_I02,SRB,2024,3.5
ENTERPRISE_I02,WB6_AVG,2024,2.4
ENTERPRISE_I03,ALB,2024,2.5
ENTERPRISE_I03,BIH,2024,2.5
ENTERPRISE_I03,KOS,2024,3.5
ENTERPRISE_I03,MNE,2024,2.5
ENTERPRISE_I03,MKD,2024,2.5
ENTERPRISE_I03,SRB,2024,3.0
ENTERPRISE_I03,WB6_AVG,2024,2.8
ENTERPRISE_I04,ALB,2024,1.5
ENTERPRISE_I04,BIH,2024,2.3
ENTERPRISE_I04,KOS,2024,2.5
ENTERPRISE_I04,MNE,2024,2.0
ENTERPRISE_I04,MKD,2024,2.0
ENTERPRISE_I04,SRB,2024,2.0
ENTERPRISE_I04,WB6_AVG,2024,2.0
ENTERPRISE_I05,ALB,2024,2.0
ENTERPRISE_I05,BIH,2024,2.5
ENTERPRISE_I05,KOS,2024,2.0
ENTERPRISE_I05,MNE,2024,2.5
ENTERPRISE_I05,MKD,2024,1.5
ENTERPRISE_I05,SRB,2024,2.5
ENTERPRISE_I05,WB6_AVG,2024,2.2
ENTERPRISE_I06,ALB,2024,2.5
ENTERPRISE_I06,BIH,2024,2.0
ENTERPRISE_I06,KOS,2024,3.5
ENTERPRISE_I06,MNE,2024,2.5
ENTERPRISE_I06,MKD,2024,2.5
ENTERPRISE_I06,SRB,2024,3.0
ENTERPRISE_I06,WB6_AVG,2024,2.7
ENTERPRISE_I07,ALB,2024,3.0
ENTERPRISE_I07,BIH,2024,2.8
ENTERPRISE_I07,KOS,2024,3.0
ENTERPRISE_I07,MNE,2024,3.0
ENTERPRISE_I07,MKD,2024,2.5
ENTERPRISE_I07,SRB,2024,3.5
ENTERPRISE_I07,WB6_AVG,2024,3.0
ENTERPRISE_I08,ALB,2024,1.5
ENTERPRISE_I08,BIH,2024,1.8
ENTERPRISE_I08,KOS,2024,2.5
ENTERPRISE_I08,MNE,2024,1.5
ENTERPRISE_I08,MKD,2024,1.0
ENTERPRISE_I08,SRB,2024,2.0
ENTERPRISE_I08,WB6_AVG,2024,1.7
ENTERPRISE_I09,ALB,2024,3.5
ENTERPRISE_I09,BIH,2024,3.3
ENTERPRISE_I09,KOS,2024,3.0
ENTERPRISE_I09,MNE,2024,3.5
ENTERPRISE_I09,MKD,2024,3.5
ENTERPRISE_I09,SRB,2024,3.5
ENTERPRISE_I09,WB6_AVG,2024,3.4
ENTERPRISE_I10,ALB,2024,3.5
ENTERPRISE_I10,BIH,2024,2.5
ENTERPRISE_I10,KOS,2024,4.0
ENTERPRISE_I10,MNE,2024,3.5
ENTERPRISE_I10,MKD,2024,2.5
ENTERPRISE_I10,SRB,2024,3.5
ENTERPRISE_I10,WB6_AVG,2024,3.3
ENTERPRISE_I11,ALB,2024,2.0
ENTERPRISE_I11,BIH,2024,2.0
ENTERPRISE_I11,KOS,2024,2.0
ENTERPRISE_I11,MNE,2024,2.5
ENTERPRISE_I11,MKD,2024,2.0
ENTERPRISE_I11,SRB,2024,3.0
ENTERPRISE_I11,WB6_AVG,2024,2.3
ANTI_CORRUPTION_I01,ALB,2024,3.5
ANTI_CORRUPTION_I01,BIH,2024,1.2
ANTI_CORRUPTION_I01,KOS,2024,1.0
ANTI_CORRUPTION_I01,MNE,2024,1.0
ANTI_CORRUPTION_I01,MKD,2024,3.5
ANTI_CORRUPTION_I01,SRB,2024,3.0
ANTI_CORRUPTION_I01,WB6_AVG,2024,2.2
ANTI_CORRUPTION_I02,ALB,2024,2.5
ANTI_CORRUPTION_I02,BIH,2024,1.8
ANTI_CORRUPTION_I02,KOS,2024,2.0
ANTI_CORRUPTION_I02,MNE,2024,4.5
ANTI_CORRUPTION_I02,MKD,2024,2.5
ANTI_CORRUPTION_I02,SRB,2024,4.0
ANTI_CORRUPTION_I02,WB6_AVG,2024,2.9
ANTI_CORRUPTION_I03,ALB,2024,2.5
ANTI_CORRUPTION_I03,BIH,2024,1.0
ANTI_CORRUPTION_I03,KOS,2024,2.0
ANTI_CORRUPTION_I03,MNE,2024,2.5
ANTI_CORRUPTION_I03,MKD,2024,3.0
ANTI_CORRUPTION_I03,SRB,2024,2.5
ANTI_CORRUPTION_I03,WB6_AVG,2024,2.3
ANTI_CORRUPTION_I04,ALB,2024,4.0
ANTI_CORRUPTION_I04,BIH,2024,1.5
ANTI_CORRUPTION_I04,KOS,2024,3.5
ANTI_CORRUPTION_I04,MNE,2024,3.5
ANTI_CORRUPTION_I04,MKD,2024,3.5
ANTI_CORRUPTION_I04,SRB,2024,3.5
ANTI_CORRUPTION_I04,WB6_AVG,2024,3.3
ANTI_CORRUPTION_I05,ALB,2024,3.0
ANTI_CORRUPTION_I05,BIH,2024,1.3
ANTI_CORRUPTION_I05,KOS,2024,2.5
ANTI_CORRUPTION_I05,MNE,2024,3.5
ANTI_CORRUPTION_I05,MKD,2024,3.0
ANTI_CORRUPTION_I05,SRB,2024,3.0
ANTI_CORRUPTION_I05,WB6_AVG,2024,2.7
ANTI_CORRUPTION_I06,ALB,2024,3.5
ANTI_CORRUPTION_I06,BIH,2024,1.5
ANTI_CORRUPTION_I06,KOS,2024,3.0
ANTI_CORRUPTION_I06,MNE,2024,3.5
ANTI_CORRUPTION_I06,MKD,2024,3.5
ANTI_CORRUPTION_I06,SRB,2024,3.5
ANTI_CORRUPTION_I06,WB6_AVG,2024,3.1
ANTI_CORRUPTION_I07,ALB,2024,3.5
ANTI_CORRUPTION_I07,BIH,2024,1.7
ANTI_CORRUPTION_I07,KOS,2024,2.5
ANTI_CORRUPTION_I07,MNE,2024,3.0
ANTI_CORRUPTION_I07,MKD,2024,2.5
ANTI_CORRUPTION_I07,SRB,2024,3.5
ANTI_CORRUPTION_I07,WB6_AVG,2024,2.8
ANTI_CORRUPTION_I08,ALB,2024,3.5
ANTI_CORRUPTION_I08,BIH,2024,1.8
ANTI_CORRUPTION_I08,KOS,2024,2.0
ANTI_CORRUPTION_I08,MNE,2024,4.0
ANTI_CORRUPTION_I08,MKD,2024,3.0
ANTI_CORRUPTION_I08,SRB,2024,3.0
ANTI_CORRUPTION_I08,WB6_AVG,2024,2.9
ANTI_CORRUPTION_I09,ALB,2024,1.5
ANTI_CORRUPTION_I09,BIH,2024,0.8
ANTI_CORRUPTION_I09,KOS,2024,0.0
ANTI_CORRUPTION_I09,MNE,2024,1.5
ANTI_CORRUPTION_I09,MKD,2024,1.5
ANTI_CORRUPTION_I09,SRB,2024,2.0
ANTI_CORRUPTION_I09,WB6_AVG,2024,1.2
ANTI_CORRUPTION_I10,ALB,2024,2.5
ANTI_CORRUPTION_I10,BIH,2024,2.5
ANTI_CORRUPTION_I10,KOS,2024,2.5
ANTI_CORRUPTION_I10,MNE,2024,2.5
ANTI_CORRUPTION_I10,MKD,2024,3.0
ANTI_CORRUPTION_I10,SRB,2024,2.5
ANTI_CORRUPTION_I10,WB6_AVG,2024,2.6
ANTI_CORRUPTION_I11,ALB,2024,3.5
ANTI_CORRUPTION_I11,BIH,2024,0.8
ANTI_CORRUPTION_I11,KOS,2024,2.5
ANTI_CORRUPTION_I11,MNE,2024,2.5
ANTI_CORRUPTION_I11,MKD,2024,3.0
ANTI_CORRUPTION_I11,SRB,2024,2.5
ANTI_CORRUPTION_I11,WB6_AVG,2024,2.5
ANTI_CORRUPTION_I12,ALB,2024,4.0
ANTI_CORRUPTION_I12,BIH,2024,1.5
ANTI_CORRUPTION_I12,KOS,2024,2.0
ANTI_CORRUPTION_I12,MNE,2024,2.5
ANTI_CORRUPTION_I12,MKD,2024,2.5
ANTI_CORRUPTION_I12,SRB,2024,2.0
ANTI_CORRUPTION_I12,WB6_AVG,2024,2.4
ANTI_CORRUPTION_I13,ALB,2024,4.0
ANTI_CORRUPTION_I13,BIH,2024,1.5
ANTI_CORRUPTION_I13,KOS,2024,1.5
ANTI_CORRUPTION_I13,MNE,2024,2.5
ANTI_CORRUPTION_I13,MKD,2024,2.5
ANTI_CORRUPTION_I13,SRB,2024,2.5
ANTI_CORRUPTION_I13,WB6_AVG,2024,2.4
EDUCATION_I01,ALB,2024,3.5
EDUCATION_I01,BIH,2024,1.5
EDUCATION_I01,KOS,2024,4
EDUCATION_I01,MNE,2024,3
EDUCATION_I01,MKD,2024,4.5
EDUCATION_I01,SRB,2024,4
EDUCATION_I01,WB6_AVG,2024,3.4
EDUCATION_I02,ALB,2024,4
EDUCATION_I02,BIH,2024,2
EDUCATION_I02,KOS,2024,4
EDUCATION_I02,MNE,2024,3.5
EDUCATION_I02,MKD,2024,2.5
EDUCATION_I02,SRB,2024,3
EDUCATION_I02,WB6_AVG,2024,3.2
EDUCATION_I03,ALB,2024,4
EDUCATION_I03,BIH,2024,2.5
EDUCATION_I03,KOS,2024,3
EDUCATION_I03,MNE,2024,2.5
EDUCATION_I03,MKD,2024,3
EDUCATION_I03,SRB,2024,4
EDUCATION_I03,WB6_AVG,2024,3.2
EDUCATION_I04,ALB,2024,4
EDUCATION_I04,BIH,2024,1.5
EDUCATION_I04,KOS,2024,3
EDUCATION_I04,MNE,2024,3
EDUCATION_I04,MKD,2024,2.5
EDUCATION_I04,SRB,2024,3
EDUCATION_I04,WB6_AVG,2024,2.8
EDUCATION_I05,ALB,2024,4
EDUCATION_I05,BIH,2024,1.5
EDUCATION_I05,KOS,2024,3.5
EDUCATION_I05,MNE,2024,4
EDUCATION_I05,MKD,2024,3
EDUCATION_I05,SRB,2024,4
EDUCATION_I05,WB6_AVG,2024,3.3
EDUCATION_I06,ALB,2024,3.5
EDUCATION_I06,BIH,2024,2
EDUCATION_I06,KOS,2024,3
EDUCATION_I06,MNE,2024,4
EDUCATION_I06,MKD,2024,4
EDUCATION_I06,SRB,2024,3.5
EDUCATION_I06,WB6_AVG,2024,3.3
EDUCATION_I07,ALB,2024,3.5
EDUCATION_I07,BIH,2024,3
EDUCATION_I07,KOS,2024,4
EDUCATION_I07,MNE,2024,3.5
EDUCATION_I07,MKD,2024,4
EDUCATION_I07,SRB,2024,3
EDUCATION_I07,WB6_AVG,2024,3.5
EDUCATION_I08,ALB,2024,3.5
EDUCATION_I08,BIH,2024,1.5
EDUCATION_I08,KOS,2024,2.5
EDUCATION_I08,MNE,2024,3.5
EDUCATION_I08,MKD,2024,1.5
EDUCATION_I08,SRB,2024,2.5
EDUCATION_I08,WB6_AVG,2024,2.5
EDUCATION_I09,ALB,2024,2.5
EDUCATION_I09,BIH,2024,0.5
EDUCATION_I09,KOS,2024,2
EDUCATION_I09,MNE,2024,2
EDUCATION_I09,MKD,2024,1
EDUCATION_I09,SRB,2024,1
EDUCATION_I09,WB6_AVG,2024,1.5
EMPLOYMENT_I01,ALB,2024,3.5
EMPLOYMENT_I01,BIH,2024,2
EMPLOYMENT_I01,KOS,2024,1.5
EMPLOYMENT_I01,MNE,2024,3.5
EMPLOYMENT_I01,MKD,2024,3
EMPLOYMENT_I01,SRB,2024,3.5
EMPLOYMENT_I01,WB6_AVG,2024,2.8
EMPLOYMENT_I02,ALB,2024,3.5
EMPLOYMENT_I02,BIH,2024,3
EMPLOYMENT_I02,KOS,2024,3.5
EMPLOYMENT_I02,MNE,2024,3.5
EMPLOYMENT_I02,MKD,2024,3
EMPLOYMENT_I02,SRB,2024,3.5
EMPLOYMENT_I02,WB6_AVG,2024,3.3
EMPLOYMENT_I03,ALB,2024,3.5
EMPLOYMENT_I03,BIH,2024,3.5
EMPLOYMENT_I03,KOS,2024,2
EMPLOYMENT_I03,MNE,2024,4
EMPLOYMENT_I03,MKD,2024,3.5
EMPLOYMENT_I03,SRB,2024,3.5
EMPLOYMENT_I03,WB6_AVG,2024,3.3
EMPLOYMENT_I04,ALB,2024,4
EMPLOYMENT_I04,BIH,2024,3
EMPLOYMENT_I04,KOS,2024,2.5
EMPLOYMENT_I04,MNE,2024,3.5
EMPLOYMENT_I04,MKD,2024,3.5
EMPLOYMENT_I04,SRB,2024,4
EMPLOYMENT_I04,WB6_AVG,2024,3.4
EMPLOYMENT_I05,ALB,2024,4
EMPLOYMENT_I05,BIH,2024,2.5
EMPLOYMENT_I05,KOS,2024,2.5
EMPLOYMENT_I05,MNE,2024,3.5
EMPLOYMENT_I05,MKD,2024,3.5
EMPLOYMENT_I05,SRB,2024,4
EMPLOYMENT_I05,WB6_AVG,2024,3.3
EMPLOYMENT_I06,ALB,2024,3.5
EMPLOYMENT_I06,BIH,2024,2
EMPLOYMENT_I06,KOS,2024,1.5
EMPLOYMENT_I06,MNE,2024,3.5
EMPLOYMENT_I06,MKD,2024,3.5
EMPLOYMENT_I06,SRB,2024,3.5
EMPLOYMENT_I06,WB6_AVG,2024,2.9
EMPLOYMENT_I07,ALB,2024,3.5
EMPLOYMENT_I07,BIH,2024,2.3
EMPLOYMENT_I07,KOS,2024,2
EMPLOYMENT_I07,MNE,2024,3.5
EMPLOYMENT_I07,MKD,2024,4
EMPLOYMENT_I07,SRB,2024,3.5
EMPLOYMENT_I07,WB6_AVG,2024,3.1
EMPLOYMENT_I08,ALB,2024,4
EMPLOYMENT_I08,BIH,2024,2.5
EMPLOYMENT_I08,KOS,2024,2.5
EMPLOYMENT_I08,MNE,2024,4.5
EMPLOYMENT_I08,MKD,2024,3.5
EMPLOYMENT_I08,SRB,2024,3.5
EMPLOYMENT_I08,WB6_AVG,2024,3.4
EMPLOYMENT_I09,ALB,2024,3
EMPLOYMENT_I09,BIH,2024,1.8
EMPLOYMENT_I09,KOS,2024,1
EMPLOYMENT_I09,MNE,2024,2.5
EMPLOYMENT_I09,MKD,2024,3.5
EMPLOYMENT_I09,SRB,2024,3
EMPLOYMENT_I09,WB6_AVG,2024,2.5
EMPLOYMENT_I10,ALB,2024,3
EMPLOYMENT_I10,BIH,2024,0.5
EMPLOYMENT_I10,KOS,2024,0
EMPLOYMENT_I10,MNE,2024,3.5
EMPLOYMENT_I10,MKD,2024,2.5
EMPLOYMENT_I10,SRB,2024,1.5
EMPLOYMENT_I10,WB6_AVG,2024,1.8
EMPLOYMENT_I11,ALB,2024,4
EMPLOYMENT_I11,BIH,2024,1.5
EMPLOYMENT_I11,KOS,2024,4
EMPLOYMENT_I11,MNE,2024,2
EMPLOYMENT_I11,MKD,2024,2.5
EMPLOYMENT_I11,SRB,2024,2.5
EMPLOYMENT_I11,WB6_AVG,2024,2.8
EMPLOYMENT_I12,ALB,2024,2
EMPLOYMENT_I12,BIH,2024,1.8
EMPLOYMENT_I12,KOS,2024,1.5
EMPLOYMENT_I12,MNE,2024,3
EMPLOYMENT_I12,MKD,2024,1
EMPLOYMENT_I12,SRB,2024,3
EMPLOYMENT_I12,WB6_AVG,2024,2
INNOVATION_I01,ALB,2024,3
INNOVATION_I01,BIH,2024,1.5
INNOVATION_I01,KOS,2024,1.5
INNOVATION_I01,MNE,2024,4
INNOVATION_I01,MKD,2024,3.5
INNOVATION_I01,SRB,2024,3.5
INNOVATION_I01,WB6_AVG,2024,2.8
INNOVATION_I02,ALB,2024,2.5
INNOVATION_I02,BIH,2024,1
INNOVATION_I02,KOS,2024,1.5
INNOVATION_I02,MNE,2024,4
INNOVATION_I02,MKD,2024,3.5
INNOVATION_I02,SRB,2024,4.5
INNOVATION_I02,WB6_AVG,2024,2.8
INNOVATION_I03,ALB,2024,3
INNOVATION_I03,BIH,2024,1.5
INNOVATION_I03,KOS,2024,2
INNOVATION_I03,MNE,2024,3.5
INNOVATION_I03,MKD,2024,3.5
INNOVATION_I03,SRB,2024,4.5
INNOVATION_I03,WB6_AVG,2024,3
INNOVATION_I04,ALB,2024,3
INNOVATION_I04,BIH,2024,1.8
INNOVATION_I04,KOS,2024,2
INNOVATION_I04,MNE,2024,2.5
INNOVATION_I04,MKD,2024,2.5
INNOVATION_I04,SRB,2024,3
INNOVATION_I04,WB6_AVG,2024,2.5
INNOVATION_I05,ALB,2024,2
INNOVATION_I05,BIH,2024,1.8
INNOVATION_I05,KOS,2024,1
INNOVATION_I05,MNE,2024,2.5
INNOVATION_I05,MKD,2024,2.5
INNOVATION_I05,SRB,2024,3.5
INNOVATION_I05,WB6_AVG,2024,2.2
INNOVATION_I06,ALB,2024,2.5
INNOVATION_I06,BIH,2024,2
INNOVATION_I06,KOS,2024,3
INNOVATION_I06,MNE,2024,3
INNOVATION_I06,MKD,2024,3
INNOVATION_I06,SRB,2024,3.5
INNOVATION_I06,WB6_AVG,2024,2.8
INNOVATION_I07,ALB,2024,2
INNOVATION_I07,BIH,2024,0.8
INNOVATION_I07,KOS,2024,1
INNOVATION_I07,MNE,2024,2.5
INNOVATION_I07,MKD,2024,2
INNOVATION_I07,SRB,2024,3.5
INNOVATION_I07,WB6_AVG,2024,2
INNOVATION_I08,ALB,2024,2
INNOVATION_I08,BIH,2024,1.8
INNOVATION_I08,KOS,2024,2
INNOVATION_I08,MNE,2024,2.5
INNOVATION_I08,MKD,2024,2.5
INNOVATION_I08,SRB,2024,3
INNOVATION_I08,WB6_AVG,2024,2.3
INNOVATION_I09,ALB,2024,1.5
INNOVATION_I09,BIH,2024,0.5
INNOVATION_I09,KOS,2024,1
INNOVATION_I09,MNE,2024,1.5
INNOVATION_I09,MKD,2024,2.5
INNOVATION_I09,SRB,2024,3
INNOVATION_I09,WB6_AVG,2024,1.7
DIGITAL_I01,ALB,2024,3.5
DIGITAL_I01,BIH,2024,2
DIGITAL_I01,KOS,2024,3.5
DIGITAL_I01,MNE,2024,3.5
DIGITAL_I01,MKD,2024,3.5
DIGITAL_I01,SRB,2024,3.5
DIGITAL_I01,WB6_AVG,2024,3.3
DIGITAL_I02,ALB,2024,3.5
DIGITAL_I02,BIH,2024,2.5
DIGITAL_I02,KOS,2024,2.5
DIGITAL_I02,MNE,2024,3
DIGITAL_I02,MKD,2024,3.5
DIGITAL_I02,SRB,2024,3.5
DIGITAL_I02,WB6_AVG,2024,3.1
DIGITAL_I03,ALB,2024,2.5
DIGITAL_I03,BIH,2024,1.5
DIGITAL_I03,KOS,2024,2
DIGITAL_I03,MNE,2024,2.5
DIGITAL_I03,MKD,2024,2.5
DIGITAL_I03,SRB,2024,3.5
DIGITAL_I03,WB6_AVG,2024,2.4
DIGITAL_I04,ALB,2024,3.5
DIGITAL_I04,BIH,2024,2.4
DIGITAL_I04,KOS,2024,2.5
DIGITAL_I04,MNE,2024,3
DIGITAL_I04,MKD,2024,3
